kolejnosc_modelu,kod_modelu,model,process_id,obszar,nazwa_procesu,status,klasa_zrodlowa,warunek_wystapienia,podstawa_statusu
3,T3a,Program partnerski,ORPR-LOC-01,Rozwój sieci i lokalizacji,Od potrzeby lokalizacyjnej do decyzji o portfelu lokalizacji,OPCJONALNY,ZAKRES,"firma rozważa otwarcie, zmianę albo zamknięcie co najmniej jednej lokalizacji",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-LOC-02,Rozwój sieci i lokalizacji,Od decyzji lokalizacyjnej do domkniętej zmiany lokalizacji,OPCJONALNY,ZAKRES,"zatwierdzona decyzja lokalizacyjna wymaga wykonania otwarcia, zmiany albo zamknięcia lokalizacji",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-FIN-05,Planowanie i zarządzanie finansami,Od założeń do zatwierdzonego planu finansowego,OPCJONALNY,ZAKRES,"firma z wyprzedzeniem ustala, ile zamierza wydać i zarobić, i chce to potem porównać z wykonaniem",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-FIN-06,Planowanie i zarządzanie finansami,Od prognozy przepływów do decyzji o płynności,OPCJONALNY,ZAKRES,"terminy wpływów i wypływów nie pokrywają się, więc płynność wymaga sterowania",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-FIN-07,Planowanie i zarządzanie finansami,Od wyników okresu do wniosków zarządczych,OPCJONALNY,ZAKRES,firma porównuje wykonanie z planem i wyciąga z różnicy wnioski,warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-HRM-01,Pracownicy i kadry,Od potrzeby obsady do zapewnionej obsady,OPCJONALNY,ZAKRES,potrzeba wykonania pracy ujawnia brak osoby gotowej do objęcia określonej roli albo zmiany,warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-HRM-02,Pracownicy i kadry,Od luki kompetencyjnej do potwierdzonych kompetencji,OPCJONALNY,ZAKRES,"wymagania roli lub zmiana sposobu pracy ujawniają brak potrzebnej, potwierdzonej umiejętności",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-HRM-03,Pracownicy i kadry,Od zdarzenia zatrudnieniowego do aktualnego stanu zatrudnienia,OPCJONALNY,ZAKRES,"następuje zawarcie, zmiana, nieobecność albo zakończenie współpracy wymagające formalnej obsługi",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-SYS-01,Technologia i systemy,Od potrzeby systemowej do udostępnionego systemu,OPCJONALNY,ZAKRES,potrzeba biznesowa wymaga uruchomienia nowego systemu albo zmiany istniejącego,warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-SYS-02,Technologia i systemy,Od udostępnionego systemu do potwierdzonej dostępności i bezpieczeństwa,OPCJONALNY,ZAKRES,wykonywanie pracy zależy od dostępności i bezpieczeństwa systemu,warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-SYS-03,Technologia i systemy,Od ryzyka przerwy do przetestowanej gotowości odtworzeniowej,OPCJONALNY,ZAKRES,niedostępność systemu może przerwać ważne działanie firmy,warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-LEG-01,Prawo i umowy,Od uzgodnionych warunków do prawnie skutecznej umowy,WYSTĘPUJE,WYMAGANE,"firma zamierza ustanowić, zmienić, przedłużyć albo zakończyć prawnie wiążące zobowiązanie z inną stroną",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-LEG-02,Prawo i umowy,Od sprawy prawnej do formalnego zamknięcia,OPCJONALNY,ZAKRES,"powstaje spór, postępowanie albo formalna sprawa wymagająca stanowiska prawnego i doprowadzenia do zakończenia",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-GOV-01,Zarządzanie i nadzór nad firmą,Od potrzeby ustalenia kierunku do zatwierdzonych celów i decyzji,WYSTĘPUJE,WYMAGANE,"firma rozpoczyna cykl kierowania albo istotna zmiana wymaga ponownego ustalenia kierunku, celów lub kluczowej decyzji",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-GOV-02,Zarządzanie i nadzór nad firmą,Od informacji o wynikach i ryzykach do zamkniętego przeglądu zarządczego,WYSTĘPUJE,WYMAGANE,dostępne wyniki lub informacje o ryzykach wymagają oceny przez osoby uprawnione do utrzymania kierunku albo uruchomienia korekty,warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-GOV-03,Zarządzanie i nadzór nad firmą,Od potrzeby relacji z interesariuszami do zrealizowanych obowiązków relacyjnych,OPCJONALNY,ZAKRES,"firma ma obserwowalne obowiązki informacyjne, konsultacyjne albo reprezentacyjne wobec właścicieli, inwestorów lub organizacji branżowych",warstwa modeli operacyjnych ORPR
3,T3a,Program partnerski,ORPR-GOV-04,Zarządzanie i nadzór nad firmą,Od strategii i szans rozwojowych do zweryfikowanego portfela rozwoju,OPCJONALNY,ZAKRES,firma świadomie zarządza realizacją strategii albo wspólnym portfelem inicjatyw rozwojowych,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PRC-01,Zakupy i płatności dla dostawców,Od zapotrzebowania do zamówienia,WYSTĘPUJE,WYMAGANE,firma nabywa towar lub usługi od podmiotu zewnętrznego,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PRC-02,Zakupy i płatności dla dostawców,Od dokumentu dostawy do przyjęcia,WYSTĘPUJE,WYMAGANE,"firma odpowiada za sprawdzenie, co dostawca faktycznie wykonał",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PRC-03,Zakupy i płatności dla dostawców,Od faktury do zobowiązania,WYSTĘPUJE,WYMAGANE,firma otrzymuje od dostawcy żądanie zapłaty wymagające weryfikacji,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-04,Zakupy i płatności dla dostawców,Od zobowiązania do zapłaty,WYSTĘPUJE,WYMAGANE,firma ma wymagalne zobowiązanie pieniężne wobec dostawcy,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PRC-04,Zakupy i płatności dla dostawców,Od warunków handlowych do rozliczenia korzyści pozafakturowych,OPCJONALNY,ZAKRES,"umowa z dostawcą wiąże korzyść pozafakturową z wolumenem, świadczeniem, bonusem albo innym uzgodnionym warunkiem",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-DEM-01,Planowanie i dostępność,Od popytu do zapotrzebowania netto,WYSTĘPUJE,WYMAGANE,"firma decyduje z wyprzedzeniem, ile towaru zamówić",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-DEM-02,Planowanie i dostępność,Od zapotrzebowania do zakupu (ścieżka ręczna),OPCJONALNY,NIEPRZYPISANE,zapotrzebowanie netto wymaga decyzji człowieka przed zwolnieniem do zakupu,decyzja właściciela ORPR z 2026-09-04: proces opcjonalny we wszystkich sześciu modelach
4,T3b,Franczyza miękka,ORPR-DEM-03,Planowanie i dostępność,Od sygnału popytu do prognozy,OPCJONALNY,ZAKRES,firma szacuje przyszły popyt zamiast reagować wyłącznie na bieżące braki,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-DEM-04,Planowanie i dostępność,Od ograniczeń do alokacji,OPCJONALNY,ZAKRES,ograniczona podaż jest rozdzielana między więcej niż jedną lokalizację przez wspólnego decydenta,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-DEM-05,Planowanie i dostępność,Od stanu zapasu do obiecywalnej dostępności,OPCJONALNY,ZAKRES,"firma zobowiązuje się wobec klienta co do dostępności, zanim przyjmie jego zamówienie",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CAT-01,Oferta handlowa,Od pozycji do dopuszczenia do sprzedaży,WYSTĘPUJE,WYMAGANE,"firma decyduje, które pozycje wolno sprzedawać, i musi to potwierdzić danymi",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CAT-02,Oferta handlowa,Od ceny do kasy,WYSTĘPUJE,WYMAGANE,"pozycja ma cenę, którą firma zamierza pobrać od klienta",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CAT-03,Oferta handlowa,Od promocji do kasy,OPCJONALNY,ZAKRES,firma stosuje czasowe odstępstwa od ceny podstawowej,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CAT-04,Oferta handlowa,Od akcji handlowej do efektu,OPCJONALNY,ZAKRES,firma mierzy skutek zakończonej akcji handlowej,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SAL-01,Realizacja sprzedaży,Od koszyka do sprzedaży,WYSTĘPUJE,WYMAGANE,firma sprzedaje klientowi we własnym imieniu i na własny rachunek,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SAL-02,Realizacja sprzedaży,Od sprzedaży do dokumentu fiskalnego,WYSTĘPUJE,WYMAGANE,"sprzedaż wymaga ustalenia sposobu jej udokumentowania wobec organu, w tym możliwego zwolnienia",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SAL-03,Realizacja sprzedaży,Od sprzedaży do wydania towaru,WYSTĘPUJE,WYMAGANE,sprzedany towar z `ONHAND` pod pieczą organizacji wymaga fizycznego przekazania klientowi,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PAY-01,Płatności klientów,Od kwoty do formy płatności,WYSTĘPUJE,WYMAGANE,firma przyjmuje od klienta zapłatę w więcej niż jeden sposób albo dzieloną,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PAY-02,Płatności klientów,Od autoryzacji do przechwycenia,WYSTĘPUJE,WYMAGANE,zapłata wymaga potwierdzenia przez zewnętrznego operatora zanim stanie się skuteczna,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-PAY-03,Płatności klientów,Od przechwyconych płatności do rozliczenia partii z operatorem,WYSTĘPUJE,WYMAGANE,pieniądze wpływają do firmy za pośrednictwem operatora rozliczającego wiele transakcji,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-RTN-01,Zwroty,Od sprzedaży do anulowania,WYSTĘPUJE,WYMAGANE,klient rezygnuje z zakupu zanim towar zostanie wydany,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-RTN-02,Zwroty,Od sprzedaży do zwrotu,WYSTĘPUJE,WYMAGANE,"sprawa zwrotu powstaje po zakończeniu procesu wydania/dostawy towaru — niezależnie od tego, czy klient faktycznie odebrał przesyłkę (otrzymanie, odmowa przyjęcia, nieodebranie)",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-RTN-03,Zwroty,Od zwrotu do zwrotu środków,WYSTĘPUJE,WYMAGANE,uznany zwrot rodzi obowiązek oddania pieniędzy klientowi,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-RTN-04,Zwroty,Od zwrotu do rozdysponowania,WYSTĘPUJE,WYMAGANE,"zwrócony towar fizycznie wraca do firmy i wymaga decyzji, co z nim dalej",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-ORD-01,Sprzedaż internetowa i na odległość,Od złożonego zamówienia zdalnego do przyjętego zamówienia klienta,OPCJONALNY,ZAKRES,"klient składa zamówienie bez osobistej obecności, a firma przed dalszą realizacją musi je przyjąć i potwierdzić",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-DLV-01,Sprzedaż internetowa i na odległość,Od przesyłki gotowej do ostatniej mili do potwierdzonego wyniku dostawy,OPCJONALNY,ZAKRES,firma odpowiada wobec klienta za organizację albo monitorowanie dostawy od punktu rozpoczęcia ostatniej mili,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SVC-01,Obsługa klienta i reklamacje,Od zgłoszonej sprawy klienta do przekazanego rozstrzygnięcia,WYSTĘPUJE,WYMAGANE,"firma otrzymuje sprawę klienta wymagającą ustalenia faktów, podjęcia rozstrzygnięcia i przekazania go klientowi",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-01,Zapas,Od przyjęcia do dostępności,WYSTĘPUJE,WYMAGANE,firma odpowiada za stan towaru od momentu jego fizycznego otrzymania albo fizycznego zwrotu,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-02,Zapas,Od transferu do przyjęcia,OPCJONALNY,ZAKRES,towar jest przemieszczany między lokalizacjami należącymi do tego samego uczestnika lub sieci,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-03,Zapas,Od inwentaryzacji do korekty,WYSTĘPUJE,WYMAGANE,firma okresowo porównuje stan zapisany z rzeczywistym albo INV-08 klasyfikuje transfer do korekty ewidencyjnej,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-04,Zapas,Od straty do odpisu,WYSTĘPUJE,WYMAGANE,"firma ponosi ubytki towaru, które trzeba zdjąć ze stanu i z księgi, albo INV-08 potwierdza stratę transferową",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-07,Zapas,Od przyjętego zamówienia do rezerwacji zapasu,OPCJONALNY,ZAKRES,firma zobowiązuje się wobec klienta wobec konkretnych sztuk zanim je wyda,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-08,Zapas,Od rozbieżności przesunięcia do uzgodnienia,OPCJONALNY,ZAKRES,transfer ma zarejestrowaną ilość wydaną i wymaga porównania z ilością przyjętą albo jawnej oceny braku przyjęcia,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-09,Zapas,Od zdarzeń zapasowych do wiarygodnego stanu,WYSTĘPUJE,WYMAGANE,"firma prowadzi własny zapas, na którym opiera decyzje handlowe i zobowiązania wobec klienta",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-01,Księgowość,Od sprzedaży do księgi,WYSTĘPUJE,WYMAGANE,na firmie ciąży obowiązek udokumentowania i rozliczenia zdarzeń gospodarczych,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-02,Księgowość,Od zapasu do kosztu własnego,WYSTĘPUJE,WYMAGANE,wynik firmy zależy od kosztu sprzedanego towaru,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-03,Księgowość,Od podatku do zobowiązania,WYSTĘPUJE,WYMAGANE,działalność firmy rodzi zobowiązania podatkowe wymagające wyceny i deklaracji,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CSH-01,Rozliczanie kas i utargu,Od otwarcia do zamknięcia kasy,WYSTĘPUJE,WYMAGANE,firma przyjmuje od klientów gotówkę w punkcie sprzedaży,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CSH-02,Rozliczanie kas i utargu,Od gotówki do wpłaty,WYSTĘPUJE,WYMAGANE,zgromadzona gotówka musi opuścić lokalizację,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CSH-03,Rozliczanie kas i utargu,Od przechwyconych płatności kartą do uzgodnienia wpływów dnia,WYSTĘPUJE,WYMAGANE,firma przyjmuje płatności kartą na terminalu w punkcie sprzedaży,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CSH-04,Rozliczanie kas i utargu,Od rozliczenia do banku,WYSTĘPUJE,WYMAGANE,wpływy firmy przechodzą przez rachunek bankowy wymagający uzgodnienia,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CTL-01,Kontrola i zgodność,Od transakcji do uzgodnienia,WYSTĘPUJE,WYMAGANE,między operacyjnym a księgowym zapisem tego samego zdarzenia sprzedaży powstaje rozbieżność wymagająca rozstrzygnięcia,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CTL-02,Kontrola i zgodność,Od wyjątku do rozwiązania,OPCJONALNY,ZAKRES,ktoś zgłasza naruszenie zasady albo wymagania obowiązującego firmę,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CTL-03,Kontrola i zgodność,Od zdarzenia do audytu,OPCJONALNY,ZAKRES,"firma musi udowodnić po czasie, co i kiedy się wydarzyło",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CTL-04,Kontrola i zgodność,Od planu kontroli do zarejestrowanej niezgodności,WYSTĘPUJE,WYMAGANE,"firma sama sprawdza przestrzeganie obowiązujących ją zasad i wymagań, nie czekając na cudze zgłoszenie",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SUP-01,Zarządzanie asortymentem i dostawcami,Od potrzeby pozyskania do warunków handlowych,WYSTĘPUJE,WYMAGANE,firma potrzebuje pozyskać dostawcę albo ponownie uzgodnić warunki zakupu,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-AST-01,Zarządzanie asortymentem i dostawcami,Od potrzeby zmiany asortymentu do decyzji i danych produktu,WYSTĘPUJE,WYMAGANE,"firma podejmuje decyzję o wprowadzeniu, utrzymaniu albo wycofaniu pozycji z asortymentu",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-AST-02,Zarządzanie asortymentem i dostawcami,Od kierunku do strategii kategorii,OPCJONALNY,ZAKRES,firma stosuje formalne zarządzanie kategorią dla co najmniej jednej kategorii,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SUP-02,Zarządzanie asortymentem i dostawcami,Od zobowiązań dostawcy do pełnego rozliczenia,OPCJONALNY,ZAKRES,"relacja z dostawcą zawiera zobowiązania, których kompletności nie potwierdza pojedyncza faktura i płatność",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-AST-03,Zarządzanie asortymentem i dostawcami,Od potrzeby ekspozycji do planu przestrzeni i ekspozycji,OPCJONALNY,ZAKRES,"firma formalnie steruje miejscem, pojemnością albo kolejnością ekspozycji",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-LOG-01,Logistyka sieci,Od zlecenia transportu do potwierdzonego odbioru,OPCJONALNY,ZAKRES,firma zleca fizyczne przemieszczenie towaru między co najmniej dwiema obsługiwanymi lokalizacjami,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-LOG-02,Logistyka sieci,Od wymagań magazynu do gotowości operacyjnej magazynu,OPCJONALNY,ZAKRES,"firma prowadzi obiekt magazynowy, którego rolą jest przyjmowanie, przechowywanie i wydawanie towaru na rzecz więcej niż jednej lokalizacji odbiorczej, a jego zdolność do tej pracy wymaga bieżącego potwierdzania",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-CRM-01,Marketing i relacje z klientami,Od kontaktu z klientem do mierzalnej relacji,OPCJONALNY,ZAKRES,firma identyfikuje klientów albo zapisuje korzyści zależne od ich aktywności,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-MKT-01,Marketing i relacje z klientami,Od celu komunikacyjnego do zmierzonego efektu kampanii,OPCJONALNY,ZAKRES,firma kieruje zaplanowany przekaz do wybranych odbiorców i chce ocenić jego skutek,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-BRD-01,Marketing i relacje z klientami,Od potrzeby marki do zatwierdzonego standardu,WYSTĘPUJE,WYMAGANE,"firma posługuje się własną tożsamością marki, której sposób prezentacji wymaga wspólnej i aktualnej zasady",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-05,Operacje i utrzymanie lokalizacji,Od uzupełnienia do półki,OPCJONALNY,ZAKRES,"firma wystawia towar w miejscu, z którego klient sam go pobiera",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-INV-06,Operacje i utrzymanie lokalizacji,Od braku towaru do rozwiązania,OPCJONALNY,ZAKRES,brak towaru w miejscu sprzedaży jest wykrywany i wymaga reakcji,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-LOC-01,Rozwój sieci i lokalizacji,Od potrzeby lokalizacyjnej do decyzji o portfelu lokalizacji,OPCJONALNY,ZAKRES,"firma rozważa otwarcie, zmianę albo zamknięcie co najmniej jednej lokalizacji",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-LOC-02,Rozwój sieci i lokalizacji,Od decyzji lokalizacyjnej do domkniętej zmiany lokalizacji,OPCJONALNY,ZAKRES,"zatwierdzona decyzja lokalizacyjna wymaga wykonania otwarcia, zmiany albo zamknięcia lokalizacji",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-05,Planowanie i zarządzanie finansami,Od założeń do zatwierdzonego planu finansowego,OPCJONALNY,ZAKRES,"firma z wyprzedzeniem ustala, ile zamierza wydać i zarobić, i chce to potem porównać z wykonaniem",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-06,Planowanie i zarządzanie finansami,Od prognozy przepływów do decyzji o płynności,OPCJONALNY,ZAKRES,"terminy wpływów i wypływów nie pokrywają się, więc płynność wymaga sterowania",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-FIN-07,Planowanie i zarządzanie finansami,Od wyników okresu do wniosków zarządczych,OPCJONALNY,ZAKRES,firma porównuje wykonanie z planem i wyciąga z różnicy wnioski,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-HRM-01,Pracownicy i kadry,Od potrzeby obsady do zapewnionej obsady,OPCJONALNY,ZAKRES,potrzeba wykonania pracy ujawnia brak osoby gotowej do objęcia określonej roli albo zmiany,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-HRM-02,Pracownicy i kadry,Od luki kompetencyjnej do potwierdzonych kompetencji,OPCJONALNY,ZAKRES,"wymagania roli lub zmiana sposobu pracy ujawniają brak potrzebnej, potwierdzonej umiejętności",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-HRM-03,Pracownicy i kadry,Od zdarzenia zatrudnieniowego do aktualnego stanu zatrudnienia,OPCJONALNY,ZAKRES,"następuje zawarcie, zmiana, nieobecność albo zakończenie współpracy wymagające formalnej obsługi",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SYS-01,Technologia i systemy,Od potrzeby systemowej do udostępnionego systemu,OPCJONALNY,ZAKRES,potrzeba biznesowa wymaga uruchomienia nowego systemu albo zmiany istniejącego,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SYS-02,Technologia i systemy,Od udostępnionego systemu do potwierdzonej dostępności i bezpieczeństwa,OPCJONALNY,ZAKRES,wykonywanie pracy zależy od dostępności i bezpieczeństwa systemu,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-SYS-03,Technologia i systemy,Od ryzyka przerwy do przetestowanej gotowości odtworzeniowej,OPCJONALNY,ZAKRES,niedostępność systemu może przerwać ważne działanie firmy,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-LEG-01,Prawo i umowy,Od uzgodnionych warunków do prawnie skutecznej umowy,WYSTĘPUJE,WYMAGANE,"firma zamierza ustanowić, zmienić, przedłużyć albo zakończyć prawnie wiążące zobowiązanie z inną stroną",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-LEG-02,Prawo i umowy,Od sprawy prawnej do formalnego zamknięcia,OPCJONALNY,ZAKRES,"powstaje spór, postępowanie albo formalna sprawa wymagająca stanowiska prawnego i doprowadzenia do zakończenia",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-GOV-01,Zarządzanie i nadzór nad firmą,Od potrzeby ustalenia kierunku do zatwierdzonych celów i decyzji,WYSTĘPUJE,WYMAGANE,"firma rozpoczyna cykl kierowania albo istotna zmiana wymaga ponownego ustalenia kierunku, celów lub kluczowej decyzji",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-GOV-02,Zarządzanie i nadzór nad firmą,Od informacji o wynikach i ryzykach do zamkniętego przeglądu zarządczego,WYSTĘPUJE,WYMAGANE,dostępne wyniki lub informacje o ryzykach wymagają oceny przez osoby uprawnione do utrzymania kierunku albo uruchomienia korekty,warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-GOV-03,Zarządzanie i nadzór nad firmą,Od potrzeby relacji z interesariuszami do zrealizowanych obowiązków relacyjnych,OPCJONALNY,ZAKRES,"firma ma obserwowalne obowiązki informacyjne, konsultacyjne albo reprezentacyjne wobec właścicieli, inwestorów lub organizacji branżowych",warstwa modeli operacyjnych ORPR
4,T3b,Franczyza miękka,ORPR-GOV-04,Zarządzanie i nadzór nad firmą,Od strategii i szans rozwojowych do zweryfikowanego portfela rozwoju,OPCJONALNY,ZAKRES,firma świadomie zarządza realizacją strategii albo wspólnym portfelem inicjatyw rozwojowych,warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-PRC-01,Zakupy i płatności dla dostawców,Od zapotrzebowania do zamówienia,WYSTĘPUJE,WYMAGANE,firma nabywa towar lub usługi od podmiotu zewnętrznego,warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-PRC-02,Zakupy i płatności dla dostawców,Od dokumentu dostawy do przyjęcia,WYSTĘPUJE,WYMAGANE,"firma odpowiada za sprawdzenie, co dostawca faktycznie wykonał",warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-PRC-03,Zakupy i płatności dla dostawców,Od faktury do zobowiązania,WYSTĘPUJE,WYMAGANE,firma otrzymuje od dostawcy żądanie zapłaty wymagające weryfikacji,warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-FIN-04,Zakupy i płatności dla dostawców,Od zobowiązania do zapłaty,WYSTĘPUJE,WYMAGANE,firma ma wymagalne zobowiązanie pieniężne wobec dostawcy,warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-PRC-04,Zakupy i płatności dla dostawców,Od warunków handlowych do rozliczenia korzyści pozafakturowych,OPCJONALNY,ZAKRES,"umowa z dostawcą wiąże korzyść pozafakturową z wolumenem, świadczeniem, bonusem albo innym uzgodnionym warunkiem",warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-DEM-01,Planowanie i dostępność,Od popytu do zapotrzebowania netto,WYSTĘPUJE,WYMAGANE,"firma decyduje z wyprzedzeniem, ile towaru zamówić",warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-DEM-02,Planowanie i dostępność,Od zapotrzebowania do zakupu (ścieżka ręczna),OPCJONALNY,NIEPRZYPISANE,zapotrzebowanie netto wymaga decyzji człowieka przed zwolnieniem do zakupu,decyzja właściciela ORPR z 2026-09-04: proces opcjonalny we wszystkich sześciu modelach
5,T2,Franczyza twarda,ORPR-DEM-03,Planowanie i dostępność,Od sygnału popytu do prognozy,OPCJONALNY,ZAKRES,firma szacuje przyszły popyt zamiast reagować wyłącznie na bieżące braki,warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-DEM-04,Planowanie i dostępność,Od ograniczeń do alokacji,OPCJONALNY,ZAKRES,ograniczona podaż jest rozdzielana między więcej niż jedną lokalizację przez wspólnego decydenta,warstwa modeli operacyjnych ORPR
5,T2,Franczyza twarda,ORPR-DEM-05,Planowanie i dostępność,Od stanu zapasu do obiecywalnej dostępności,OPCJONALNY,ZAKRES,"firma zobowiązuje się wobec klienta co do dostępności, zanim przyjmie jego zamówienie",warstwa modeli operacyjnych ORPR
